#mammos csv v1
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
composition,Tc_sim,Tc_sim_nemad,Tc_sim_dftv2,Tc_sim_spin,Tc_sim_re_free,Tc_exp,Tc_exp_ds1ds2,Tc_exp_re_free,Tc_exp_dftv2,Tc_exp_literature,Tc_delta,source_sim_target,source_exp_target,contains_rare_earth,pair_exists,use_for_emb,delta_info
Mn0.88Fe0.12CoGe,,,,,,285.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.894Mg0.347Fe1.758O3.88,,,,,,570.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.89Cr0.11CoGe,,,,,,255.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.89Cr0.11NiGe,274.0,274.0,,,,317.5,,,,,43.5,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Mn0.89Cu0.11CoGe,,,,,,238.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.8Al0.2Ni,,,,,,121.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.8Cd0.2Cr2S4,,,,,,68.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.8Cr0.2AlGe,,,,,,601.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.8Fe0.2Nb2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.8Fe0.2PO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.8Fe0.2PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.8Ir0.2Co2O4,,,,,,163.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.8Mg0.2V2O4,,,,,,43.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.8Ni0.2Cl2·2H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.8Ru0.2NiGe,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.8Sm0.2CoGe,,,,,,270.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.8Sn0.2Bi2Te4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.8Zn0.2Eu0.05Fe1.95O4,,,,,,630.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.8Zn0.2Fe2O4,,,,,,556.18,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.8Zn0.2Gd0.01Fe1.99O4,,,,,,680.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.8Zn0.2Gd0.1Fe1.9O4,,,,,,630.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.8Zn0.3Si0.1Fe1.8O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.8^2+Fe0.2^3+[Mn0.2^2+Fe1.8^3+]O4,,,,,,573.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn0.91In0.06□0.03WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.925Fe0.075Au2,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.925Ni0.075CoGe,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.92Al0.08CoGe,,,,,,300.8,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.92Cd0.08CoGe,,,,,,333.9,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.935Ni0.065CoGe,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.93Co0.07WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.93In0.04□0.02WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.945Ni0.055CoGe,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.94Al0.06CoGe,,,,,,286.6,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.94Sb0.06CoGe,263.0,263.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.955CoGe,261.0,261.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.95Cd0.05CoGe,,,,,,327.2,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.95CoGe,262.5,262.5,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.95Cr0.05As,,,,,,234.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.95Fe0.05Au2,,,,,,380.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.95Ho0.05S,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Mn0.95Ir0.05Co2O4,,,,,,164.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.95Ni0.05Cl2·H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.95Yb0.05S,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Mn0.965Ni0.035CoGe,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.96Al0.04CoGe,,,,,,276.6,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.96Co1.04GeB0.02,,,,,,260.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.96CoGe,,,,,,258.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.96Cr0.04CoGe,322.0,322.0,,,,225.0,,,,,-97.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Mn0.975Cr0.025Si,,,,,,23.6,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.975Ni0.025CoGe,270.0,270.0,,,,345.0,,,,,75.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Mn0.97CoGe,,,,,,265.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.97Fe0.03CoGe,,,,,,276.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.97WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.97Y0.03CoGe,296.0,296.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
Mn0.985CoGe1.015,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98Al0.02CoGe,270.5,270.5,,,,270.5,,,,,0.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Mn0.98Cd0.02CoGe,,,,,,318.1,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98Co0.95V1.08Ga0.99,,,,,,367.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98CoGe1.02,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98Cr0.015Fe0.005As,,,,,,268.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98Cr0.018Fe0.002As,,,,,,280.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98Cr0.01Fe0.01As,,,,,,265.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98Fe0.02CoGe,295.0,295.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.98Fe0.02P,,,,,,270.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98Fe0.02P0.95As0.05,,,,,,285.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98Fe0.02P0.9As0.1,,,,,,295.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.98Ni0.02CoGe,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.99Ni0.01CoGe,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.99V0.01CoGe,,,,,,318.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.99Zn0.01CoGe,320.0,320.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.9Al0.1Ni,,,,,,59.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.9Bi1.1,685.0,685.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.9Co0.1NiGe,236.0,236.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.9Fe0.1PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.9Ir0.1Co2O4,,,,,,158.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.9Mg0.1V2O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.9Ni0.1Cl2·2H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.9Ni1.1Ge,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.9Pd0.1CoGe,,,,,,318.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.9Zn0.1Fe2O4,,,,,,507.6666666666667,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.9Zn0.1Ni0.05Ti0.05Fe1.9O4,,,,,,558.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.9Zn0.1Ni0.05Ti0.05Gd0.00Fe1.9O4,,,,,,545.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.9Zn0.1Ni0.05Ti0.05Gd0.01Fe1.89O4,,,,,,496.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.9Zn0.1Ni0.05Ti0.05Gd0.02Fe1.88O4,,,,,,481.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.9Zn0.1Ni0.05Ti0.05Gd0.03Fe1.87O4,,,,,,475.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.9Zn0.1Ni0.05Ti0.05Gd0.04Fe1.86O4,,,,,,473.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.9Zn0.1Ni0.05Ti0.05Gd0.05Fe1.85O4,,,,,,471.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.9Zn0.1Ni0.10Ti0.10Fe1.8O4,,,,,,552.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.9Zn0.1Ni0.15Ti0.15Fe1.7O4,,,,,,498.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.9Zn0.1Ni0.20Ti0.20Fe1.6O4,,,,,,477.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.9Zn0.1Ni0.25Ti0.25Fe1.5O4,,,,,,451.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.9Zn0.3Si0.2Fe1.6O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.9Zr0.1CoGe,,,,,,278.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0Fe3O4,,,,,,883.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1,,,,,,0.0,0.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn1+δSb,577.0,577.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Mn1.00As0.75Sb0.25,,,,,,318.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.00Fe1.00Sn,,,,,,284.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.00Sb,,,,,,598.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.015Sn0.045Te,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.025Sn0.035Te,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.02Sn0.04Te,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.03As0.7Sb0.3,,,,,,220.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.03CoGe0.97,,,,,,275.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.03Sn0.03Te,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.05Fe0.9P0.5Si0.47Mg0.03,,,,,,352.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.05Fe0.9P0.5Si0.48Mg0.02,,,,,,319.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.05Fe0.9P0.5Si0.49Mg0.01,,,,,,279.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.05Fe0.9P0.5Si0.5,,,,,,275.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.05Fe0.9P0.5Si0.5Cu0.10,,,,,,261.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.06Te,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.08Bi,,,,,,433.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.08Zn2.92,,,,,,140.0,140.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn1.0Co0.99V1.0Al1.01,,,,,,105.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.0Fe2.0Ge,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.0Zn0.3Si0.3Fe1.4O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.10Sb,,,,,,504.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.12Rh2Sb0.88,,,,,,348.0,348.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,False,exp-sim
Mn1.12Zr0.1Sb,,,,,,293.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.13Ni1.03Fe0.23Ge0.61,,,,,,186.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.15Fe0.85P0.50Si0.45B0.05,,,,,,238.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.15Fe0.85P0.52Si0.45B0.03,,,,,,228.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.15Fe0.85P0.55Si0.44Al0.01,,,,,,317.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.15Fe0.85P0.55Si0.45,,,,,,284.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.15Fe0.85P0.65Si0.13Ge0.2B0.02,,,,,,289.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.15Ga,,,,,,595.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.17Co1.83BO5,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.1Bi0.9,696.0,696.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.1Fe0.9P0.46As0.54,,,,,,287.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.1Fe0.9P0.47As0.53,,,,,,293.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.1Fe0.9P0.7As0.3,,,,,,150.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.1Fe0.9P0.7Ge0.3,,,,,,380.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.1Fe0.9P0.8Ge0.2,,,,,,251.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.1Fe3.9Si3,,,,,,308.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.1Sb,,,,,,574.0,574.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn1.20Sb,,,,,,397.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.22Sb,,,,,,332.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.25Fe0.75O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.25Fe0.75Sn,,,,,,204.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.25Sb,314.0,314.0,,,,314.0,,,,,0.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Mn1.2Co0.9V0.9Ga,,,,,,351.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.45Si0.55B0.03,,,,,,280.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.5Si0.5B0.03,,,,,,252.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.6Si0.4B0.03,,,,,,176.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.6Si0.4B0.05,,,,,,181.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.74Ge0.26,,,,,,277.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.74Ge0.26Al0.004,,,,,,287.2,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.74Ge0.26Al0.008,,,,,,288.6,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.74Ge0.26Al0.010,,,,,,292.2,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.74Ge0.26Al0.012,,,,,,294.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.75Ge0.25,,,,,,276.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.75Ge0.25Al0.010,,,,,,282.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.76Ge0.24,,,,,,260.8,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe0.8P0.76Ge0.24Al0.010,,,,,,271.1,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe1.18V0.62Al,,,,,,360.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Fe3.8Si3,,,,,,296.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.2Ni1.8BO5,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.2Pt0.8,,,,,,540.0,540.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn1.2Sn0.5Ga0.5,,,,,,306.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.34Sn6.66Bi8Se20,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.39Co0.54V1.14Ga0.93,,,,,,478.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.39Co1.61BO5,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.3Fe0.65P0.5Si0.5,,,,,,270.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.3Fe0.7BO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn1.3Fe0.7P0.5As0.5,,,,,,190.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn1.3Fe1.7O4,,,,,,514.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
